年月日,開盤價,最高價,最低價,收盤價,成交量,成交值,報酬率,週轉率,流通在外股數,市值,最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重,成交值比重,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,股價營收比-TEJ
2015/11/25,"8,407.54","8,426.62","8,352.17","8,386.13","4,080,689","76,411,488",-0.1668,0.2544,"682,156,122","24,475,049",-,-,-0.1669,100,100,"812,777",-,13.32,-,1.54,0.87
2015/11/26,"8,411.16","8,510.70","8,411.16","8,484.90","4,189,963","80,124,274",1.1778,0.2461,"682,158,980","24,763,944",-,-,1.1709,100,100,"824,013",-,13.48,-,1.55,0.88
2015/11/27,"8,493.18","8,505.08","8,397.49","8,398.40","3,541,567","66,741,696",-1.0195,0.2142,"682,139,814","24,510,382",-,-,-1.0247,100,100,"708,801",-,13.34,-,1.54,0.87
2015/11/30,"8,339.83","8,339.83","8,239.00","8,320.61","5,703,618","137,072,781",-0.9262,0.5034,"682,137,576","24,283,744",-,-,-0.9306,100,100,"1,004,081",-,13.22,-,1.52,0.86
2015/12/01,"8,359.27","8,463.30","8,339.50","8,463.30","4,472,591","91,597,727",1.7149,0.2939,"686,303,674","24,772,225",-,-,1.7004,100,100,"915,287",-,14.13,-,1.5,0.88
2015/12/02,"8,475.96","8,497.19","8,441.28","8,457.40","4,638,307","90,849,304",-0.0697,0.2826,"686,303,674","24,755,419",-,-,-0.0697,100,100,"931,784",-,14.12,-,1.5,0.88
2015/12/03,"8,424.54","8,484.52","8,393.29","8,456.06","4,456,284","81,879,390",-0.0158,0.2679,"685,375,474","24,735,264",-,-,-0.0158,100,100,"878,865",-,14.1,-,1.5,0.88
2015/12/04,"8,423.70","8,423.70","8,355.75","8,398.60","4,023,683","82,371,605",-0.6795,0.2686,"685,373,845","24,567,427",-,-,-0.6818,100,100,"865,863",-,14.01,-,1.49,0.88
2015/12/07,"8,432.47","8,535.36","8,432.47","8,454.27","4,093,597","89,104,532",0.6628,0.2669,"685,371,447","24,729,373",-,-,0.6607,100,100,"823,210",-,14.1,-,1.5,0.88
2015/12/08,"8,442.06","8,453.63","8,335.67","8,343.86","4,374,180","87,422,974",-1.306,0.2998,"685,373,887","24,405,472",-,-,-1.3146,100,100,"931,973",-,13.91,-,1.48,0.87
2015/12/09,"8,329.86","8,343.37","8,229.62","8,229.62","4,660,580","90,537,712",-1.3692,0.3198,"685,370,785","24,070,651",-,-,-1.3786,100,100,"935,042",-,13.73,-,1.46,0.86
2015/12/10,"8,214.27","8,228.43","8,133.42","8,216.17","4,578,151","89,201,902",-0.1634,0.3068,"685,370,785","24,030,505",-,-,-0.1636,100,100,"901,791",-,13.7,-,1.46,0.86
2015/12/11,"8,217.33","8,253.11","8,108.68","8,115.89","4,394,623","89,006,527",-1.2205,0.3041,"685,355,064","23,737,532",-,-,-1.228,100,100,"906,046",-,13.54,-,1.44,0.85
2015/12/14,"8,058.67","8,068.98","7,980.59","8,040.16","3,945,349","76,003,661",-0.9331,0.2659,"685,355,095","23,519,037",-,-,-0.9375,100,100,"803,296",-,13.41,-,1.43,0.84
2015/12/15,"8,074.48","8,140.06","8,073.35","8,073.35","3,902,011","74,441,654",0.4128,0.2492,"685,355,095","23,620,305",-,-,0.412,100,100,"784,379",-,13.47,-,1.44,0.84
2015/12/16,"8,144.03","8,204.20","8,121.06","8,184.66","4,592,907","89,590,060",1.3787,0.2923,"685,355,095","23,949,120",-,-,1.3693,100,100,"865,608",-,13.66,-,1.46,0.85
2015/12/17,"8,214.62","8,319.67","8,214.62","8,319.67","5,006,589","92,440,420",1.6495,0.3225,"684,969,722","24,341,418",-,-,1.6361,100,100,"923,092",-,13.88,-,1.48,0.87
2015/12/18,"8,272.41","8,317.48","8,241.32","8,257.32","4,300,834","84,513,449",-0.7494,0.2884,"684,969,722","24,159,701",-,-,-0.7523,100,100,"793,505",-,13.78,-,1.47,0.86
2015/12/21,"8,228.05","8,289.59","8,191.53","8,282.17","4,648,276","78,362,770",0.3009,0.3153,"684,977,397","24,231,645",-,-,0.3005,100,100,"820,957",-,13.82,-,1.47,0.86
2015/12/22,"8,283.03","8,316.44","8,261.72","8,292.74","4,392,405","77,226,381",0.1276,0.2687,"684,987,377","24,262,916",-,-,0.1275,100,100,"781,532",-,13.84,-,1.48,0.87
2015/12/23,"8,296.58","8,359.25","8,296.58","8,315.70","4,533,440","74,614,133",0.2769,0.2842,"684,987,317","24,329,891",-,-,0.2765,100,100,"808,935",-,13.88,-,1.48,0.87
2015/12/24,"8,351.20","8,393.41","8,324.36","8,324.36","3,875,484","61,578,257",0.1041,0.2496,"684,624,134","24,349,033",-,-,0.1041,100,100,"701,722",-,13.89,-,1.48,0.87
2015/12/25,"8,328.94","8,364.30","8,320.10","8,363.28","2,699,121","40,256,202",0.4675,0.1804,"684,624,134","24,463,898",-,-,0.4665,100,100,"502,166",-,13.96,-,1.49,0.87
2015/12/28,"8,374.18","8,394.60","8,358.49","8,358.49","2,661,228","51,018,569",-0.0573,0.1881,"684,567,884","24,449,902",-,-,-0.0573,100,100,"550,988",-,13.95,-,1.49,0.87
2015/12/29,"8,349.27","8,351.16","8,286.84","8,293.91","2,947,257","52,840,284",-0.7726,0.1739,"684,902,884","24,273,612",-,-,-0.7756,100,100,"577,635",-,13.85,-,1.48,0.87
2015/12/30,"8,313.37","8,342.34","8,262.52","8,279.99","3,048,259","53,537,173",-0.1678,0.1903,"684,900,836","24,233,464",-,-,-0.168,100,100,"584,673",-,13.83,-,1.48,0.86
2015/12/31,"8,273.77","8,338.06","8,258.73","8,338.06","2,499,013","48,209,622",0.7013,0.174,"685,319,235","24,409,913",-,-,0.6989,100,100,"494,056",-,13.93,-,1.49,0.87
2016/01/04,"8,315.79","8,326.33","8,109.09","8,114.26","3,828,317","77,036,676",-2.6841,0.2512,"686,100,579","23,783,401",-,-,-2.7208,100,100,"823,702",-,13.56,-,1.45,0.85
2016/01/05,"8,105.00","8,142.64","8,055.96","8,075.11","4,174,711","80,349,248",-0.4825,0.2494,"686,100,598","23,668,471",-,-,-0.4837,100,100,"835,646",-,13.49,-,1.44,0.84
2016/01/06,"8,064.25","8,076.54","7,948.43","7,990.39","4,862,380","99,143,623",-1.0491,0.2984,"686,108,599","23,423,206",-,-,-1.0547,100,100,"944,604",-,13.35,-,1.42,0.84
2016/01/07,"7,963.24","7,980.50","7,770.16","7,852.06","5,920,713","117,577,039",-1.7312,0.3703,"686,108,606","23,017,980",-,-,-1.7464,100,100,"1,151,598",-,13.12,-,1.4,0.82
2016/01/08,"7,811.20","7,906.55","7,788.71","7,893.97","4,534,181","92,853,774",0.5337,0.2751,"686,108,606","23,140,848",-,-,0.5323,100,100,"859,799",-,13.19,-,1.41,0.83
2016/01/11,"7,855.80","7,855.80","7,726.22","7,788.42","4,324,346","85,321,943",-1.3371,0.2844,"686,258,130","22,833,984",-,-,-1.3461,100,100,"864,273",-,13.02,-,1.39,0.81
2016/01/12,"7,807.93","7,851.81","7,732.11","7,768.45","4,774,778","86,552,474",-0.2564,0.2956,"686,258,036","22,774,923",-,-,-0.2567,100,100,"878,969",-,12.99,-,1.39,0.81
2016/01/13,"7,799.56","7,865.98","7,786.33","7,824.61","4,191,855","76,588,652",0.7229,0.2509,"686,258,036","22,939,391",-,-,0.7203,100,100,"785,161",-,13.08,-,1.4,0.82
2016/01/14,"7,752.09","7,752.09","7,662.34","7,742.88","4,276,900","81,779,081",-1.0445,0.2644,"686,233,994","22,699,644",-,-,-1.05,100,100,"843,642",-,12.95,-,1.38,0.81
2016/01/15,"7,809.00","7,842.34","7,708.66","7,762.01","4,228,452","90,430,983",0.2471,0.2903,"686,229,953","22,755,565",-,-,0.2468,100,100,"834,866",-,12.98,-,1.38,0.81
2016/01/18,"7,678.67","7,834.25","7,627.89","7,811.18","4,556,531","81,693,572",0.6335,0.2829,"686,229,954","22,900,139",-,-,0.6315,100,100,"899,532",-,13.06,-,1.39,0.82
2016/01/19,"7,816.45","7,854.88","7,786.77","7,854.88","4,401,843","74,328,444",0.5595,0.2316,"686,230,154","23,028,575",-,-,0.5579,100,100,"777,581",-,13.13,-,1.4,0.82
2016/01/20,"7,835.17","7,835.17","7,687.60","7,699.12","4,995,793","89,909,264",-1.983,0.3022,"686,230,154","22,572,324",-,-,-2.0029,100,100,"934,145",-,12.87,-,1.37,0.8
2016/01/21,"7,713.17","7,748.37","7,664.01","7,664.01","4,228,018","73,757,813",-0.456,0.2587,"686,230,154","22,469,310",-,-,-0.4571,100,100,"766,878",-,12.81,-,1.37,0.8
2016/01/22,"7,729.01","7,774.12","7,706.14","7,756.18","3,770,515","69,411,719",1.2026,0.2394,"686,216,740","22,738,320",-,-,1.1955,100,100,"735,234",-,12.96,-,1.38,0.81
2016/01/25,"7,813.73","7,899.66","7,813.73","7,894.15","3,916,387","69,661,237",1.7788,0.2376,"686,178,051","23,142,374",-,-,1.7632,100,100,"721,242",-,13.19,-,1.41,0.83
2016/01/26,"7,832.10","7,848.63","7,799.58","7,828.67","3,725,690","62,349,440",-0.8295,0.2226,"686,177,797","22,951,326",-,-,-0.8329,100,100,"663,929",-,13.08,-,1.4,0.82
2016/01/27,"7,863.66","7,888.63","7,830.33","7,849.83","3,921,538","70,341,506",0.2703,0.2176,"686,177,797","23,012,500",-,-,0.2699,100,100,"704,137",-,13.12,-,1.4,0.82
2016/01/28,"7,825.22","7,921.06","7,821.12","7,905.10","4,225,736","79,651,114",0.7041,0.2681,"686,173,322","23,174,335",-,-,0.7016,100,100,"757,225",-,13.21,-,1.41,0.83
2016/01/29,"7,880.78","8,080.60","7,876.82","8,080.60","5,887,199","113,463,518",2.2201,0.377,"686,180,322","23,688,005",-,-,2.1958,100,100,"991,000",-,13.51,-,1.44,0.84
2016/01/30,"8,107.23","8,149.50","8,106.63","8,145.21","4,060,926","62,496,769",0.7996,0.2288,"686,109,690","23,877,097",-,-,0.7964,100,100,"667,653",-,13.61,-,1.45,0.85
2016/02/01,"8,164.24","8,166.80","8,110.87","8,156.96","4,146,109","84,881,639",0.1443,0.266,"687,967,070","24,019,864",-,-,0.1442,100,100,"810,788",-,13.66,-,1.45,0.85
2016/02/02,"8,141.52","8,156.25","8,091.14","8,131.24","3,578,769","73,811,790",-0.3153,0.2602,"687,967,233","23,944,146",-,-,-0.3158,100,100,"762,146",-,13.62,-,1.45,0.85
2016/02/03,"8,117.22","8,117.22","8,036.60","8,063.00","3,340,620","78,552,943",-0.8392,0.2594,"687,967,233","23,743,314",-,-,-0.8428,100,100,"756,916",-,13.5,-,1.44,0.84
2016/02/15,"7,976.65","8,074.80","7,953.99","8,066.51","3,701,233","89,049,265",0.0435,0.2809,"687,954,447","23,753,196",-,-,0.0435,100,100,"835,099",-,13.51,-,1.44,0.84
2016/02/16,"8,090.91","8,227.19","8,090.91","8,212.07","4,888,935","92,274,426",1.8045,0.2955,"687,954,188","24,181,161",-,-,1.7884,100,100,"895,472",-,13.75,-,1.46,0.86
2016/02/17,"8,240.73","8,253.80","8,196.13","8,214.25","4,533,522","84,973,308",0.0265,0.2681,"687,954,188","24,187,402",-,-,0.0265,100,100,"877,108",-,13.75,-,1.46,0.86
2016/02/18,"8,261.74","8,337.97","8,261.74","8,314.67","4,700,434","96,306,906",1.2225,0.3032,"687,957,430","24,482,818",-,-,1.2151,100,100,"908,282",-,13.92,-,1.48,0.87
2016/02/19,"8,291.83","8,325.04","8,280.39","8,325.04","3,786,260","76,763,583",0.1247,0.2511,"687,937,054","24,512,897",-,-,0.1246,100,100,"796,911",-,13.94,-,1.48,0.87
2016/02/22,"8,315.79","8,396.62","8,296.18","8,326.68","4,117,476","76,666,061",0.0197,0.2498,"687,937,054","24,517,708",-,-,0.0197,100,100,"788,522",-,13.94,-,1.48,0.87
2016/02/23,"8,333.59","8,361.79","8,311.94","8,334.64","4,282,835","79,158,782",0.0956,0.2682,"687,937,054","24,541,172",-,-,0.0956,100,100,"834,103",-,13.95,-,1.49,0.87
2016/02/24,"8,332.66","8,382.25","8,264.39","8,282.86","4,172,001","72,921,321",-0.6213,0.2661,"687,899,645","24,387,805",-,-,-0.6232,100,100,"818,928",-,13.86,-,1.48,0.86
2016/02/25,"8,304.18","8,388.63","8,304.18","8,365.86","4,825,333","85,369,873",1.0021,0.2955,"687,898,122","24,631,387",-,-,0.9971,100,100,"893,624",-,14,-,1.49,0.87
2016/02/26,"8,380.53","8,432.74","8,347.80","8,411.16","4,192,508","84,825,115",0.5415,0.2924,"687,918,521","24,765,812",-,-,0.54,100,100,"814,436",-,14.08,-,1.5,0.88
2016/03/01,"8,381.38","8,489.01","8,378.06","8,485.69","4,344,172","93,076,019",0.8861,0.2874,"688,429,105","25,014,381",-,-,0.8822,100,100,"914,162",-,14.2,-,1.51,0.89
2016/03/02,"8,544.66","8,586.25","8,540.17","8,544.05","5,383,933","101,503,867",0.6877,0.334,"688,429,105","25,186,200",-,-,0.6854,100,100,"1,022,407",-,14.3,-,1.52,0.89
2016/03/03,"8,569.05","8,630.77","8,561.74","8,611.79","5,585,659","101,457,411",0.7928,0.376,"688,589,105","25,388,962",-,-,0.7897,100,100,"1,058,220",-,14.42,-,1.53,0.9
2016/03/04,"8,611.37","8,648.94","8,584.06","8,643.55","4,963,184","95,177,431",0.3688,0.3484,"688,589,105","25,482,490",-,-,0.3681,100,100,"1,002,782",-,14.47,-,1.54,0.9
2016/03/07,"8,656.74","8,727.88","8,632.21","8,659.55","4,985,069","97,317,441",0.1851,0.3509,"688,589,061","25,529,843",-,-,0.1849,100,100,"1,044,138",-,14.5,-,1.54,0.9
2016/03/08,"8,655.86","8,668.51","8,575.70","8,664.31","5,752,490","107,338,379",0.055,0.3845,"688,568,168","25,543,359",-,-,0.055,100,100,"1,118,305",-,14.5,-,1.54,0.91
2016/03/09,"8,649.10","8,657.17","8,588.41","8,634.11","4,873,667","87,722,074",-0.3486,0.3191,"688,563,168","25,454,536",-,-,-0.3492,100,100,"924,681",-,14.45,-,1.54,0.9
2016/03/10,"8,633.66","8,680.43","8,614.97","8,660.70","4,847,234","86,979,509",0.308,0.3169,"685,774,090","25,496,354",-,-,0.3075,100,100,"912,645",-,14.49,-,1.54,0.9
2016/03/11,"8,663.29","8,707.97","8,640.96","8,706.14","4,696,453","89,618,730",0.5247,0.3123,"685,773,597","25,629,861",-,-,0.5233,100,100,"932,516",-,14.56,-,1.55,0.91
2016/03/14,"8,746.48","8,777.05","8,739.57","8,747.90","4,958,111","100,745,050",0.4797,0.3269,"685,773,864","25,752,638",-,-,0.4785,100,100,"1,001,609",-,14.63,-,1.56,0.91
2016/03/15,"8,745.57","8,759.94","8,589.41","8,611.18","5,749,788","116,596,382",-1.5629,0.3805,"685,770,710","25,350,740",-,-,-1.5752,100,100,"1,152,022",-,14.41,-,1.54,0.9
2016/03/16,"8,637.63","8,699.14","8,637.63","8,699.14","4,940,468","95,303,426",1.0215,0.2899,"685,768,609","25,609,274",-,-,1.0163,100,100,"931,278",-,14.55,-,1.55,0.91
2016/03/17,"8,763.51","8,826.84","8,716.88","8,734.54","5,640,225","110,428,671",0.4069,0.3458,"685,718,768","25,716,409",-,-,0.4061,100,100,"1,069,422",-,14.61,-,1.56,0.91
2016/03/18,"8,747.05","8,810.71","8,747.05","8,810.71","5,058,056","118,470,664",0.8721,0.3624,"685,718,763","25,940,365",-,-,0.8683,100,100,"980,140",-,14.74,-,1.57,0.92
2016/03/21,"8,826.16","8,840.75","8,747.59","8,812.70","4,189,171","83,602,377",0.0226,0.2532,"685,709,847","25,945,865",-,-,0.0226,100,100,"828,164",-,14.74,-,1.57,0.92
2016/03/22,"8,806.02","8,814.37","8,713.24","8,785.68","4,537,521","87,909,107",-0.3066,0.2782,"686,993,483","25,881,540",-,-,-0.3071,100,100,"896,141",-,14.71,-,1.57,0.92
2016/03/23,"8,777.88","8,814.50","8,734.55","8,766.09","4,146,764","83,001,864",-0.223,0.256,"686,988,033","25,823,666",-,-,-0.2232,100,100,"841,520",-,14.67,-,1.56,0.92
2016/03/24,"8,745.42","8,765.96","8,676.87","8,743.38","4,332,890","81,028,032",-0.2591,0.2582,"686,963,017","25,756,593",-,-,-0.2594,100,100,"828,433",-,14.64,-,1.56,0.91
2016/03/25,"8,758.14","8,765.62","8,699.89","8,704.97","3,480,063","66,971,897",-0.4393,0.2362,"686,953,397","25,643,512",-,-,-0.4403,100,100,"668,084",-,14.57,-,1.55,0.91
2016/03/28,"8,713.72","8,737.86","8,676.03","8,690.45","3,632,554","69,405,830",-0.1668,0.2395,"686,944,982","25,600,491",-,-,-0.1669,100,100,"707,968",-,14.53,-,1.55,0.91
2016/03/29,"8,687.06","8,711.11","8,585.71","8,617.35","4,336,733","80,354,222",-0.8412,0.279,"686,943,938","25,385,236",-,-,-0.8447,100,100,"863,621",-,14.41,-,1.54,0.9
2016/03/30,"8,624.93","8,744.47","8,624.93","8,737.04","4,449,258","89,188,136",1.3889,0.2817,"687,070,143","25,738,838",-,-,1.3794,100,100,"850,273",-,14.61,-,1.56,0.91
2016/03/31,"8,757.22","8,803.91","8,695.08","8,744.83","4,483,580","96,143,315",0.0892,0.2943,"687,141,526","25,764,264",-,-,0.0891,100,100,"841,211",-,14.63,-,1.56,0.91
2016/04/01,"8,700.38","8,704.53","8,628.94","8,657.55","3,512,441","74,436,466",-0.9981,0.2286,"687,141,529","25,507,542",-,-,-1.0031,100,100,"734,759",-,14.49,-,1.55,0.91
2016/04/06,"8,605.16","8,605.16","8,496.89","8,513.30","4,263,805","99,649,801",-1.6662,0.2989,"687,141,529","25,083,197",-,-,-1.6802,100,100,"948,232",-,14.25,-,1.52,0.89
2016/04/07,"8,523.25","8,529.44","8,436.54","8,490.25","4,325,190","85,012,242",-0.2708,0.2621,"685,882,422","25,010,622",-,-,-0.2711,100,100,"837,480",-,14.17,-,1.52,0.89
2016/04/08,"8,464.78","8,546.31","8,452.05","8,541.50","4,047,158","78,914,261",0.6036,0.2643,"685,882,422","25,161,200",-,-,0.6018,100,100,"783,411",-,14.26,-,1.52,0.89
2016/04/11,"8,518.96","8,568.44","8,476.57","8,562.59","3,619,493","68,897,768",0.2469,0.212,"685,882,422","25,223,141",-,-,0.2466,100,100,"705,570",-,14.29,-,1.53,0.9
2016/04/12,"8,561.21","8,613.56","8,520.14","8,531.18","4,271,104","83,753,452",-0.3668,0.2575,"685,883,994","25,130,661",-,-,-0.3675,100,100,"844,879",-,14.24,-,1.52,0.89
2016/04/13,"8,562.79","8,653.08","8,561.90","8,652.08","4,800,753","92,382,932",1.4172,0.2552,"685,883,994","25,486,534",-,-,1.4072,100,100,"855,055",-,14.46,-,1.54,0.91
2016/04/14,"8,684.93","8,719.15","8,653.84","8,667.71","4,320,339","82,203,414",0.1807,0.2549,"685,903,994","25,532,341",-,-,0.1805,100,100,"787,098",-,14.49,-,1.55,0.91
2016/04/15,"8,634.23","8,700.39","8,613.25","8,700.39","3,728,792","79,717,512",0.377,0.2313,"685,904,153","25,628,537",-,-,0.3763,100,100,"755,854",-,14.54,-,1.55,0.91
2016/04/18,"8,681.80","8,686.98","8,650.13","8,666.01","3,363,499","65,051,346",-0.3952,0.193,"685,903,160","25,527,445",-,-,-0.3959,100,100,"665,225",-,14.48,-,1.55,0.91
2016/04/19,"8,701.75","8,743.35","8,627.29","8,633.72","4,134,113","81,358,438",-0.3726,0.2242,"685,938,429","25,432,980",-,-,-0.3733,100,100,"767,518",-,14.43,-,1.54,0.91
2016/04/20,"8,649.09","8,695.22","8,502.55","8,514.48","4,810,411","96,785,720",-1.3811,0.2645,"685,937,341","25,082,352",-,-,-1.3907,100,100,"966,647",-,14.23,-,1.52,0.89
2016/04/21,"8,549.14","8,568.65","8,508.92","8,568.65","3,914,269","75,973,585",0.6362,0.2072,"685,787,824","25,212,692",-,-,0.6342,100,100,"760,525",-,14.32,-,1.53,0.9
2016/04/22,"8,560.21","8,580.33","8,501.03","8,535.75","3,830,670","79,070,599",-0.384,0.2337,"685,787,824","25,115,922",-,-,-0.3847,100,100,"792,676",-,14.27,-,1.52,0.9
2016/04/25,"8,541.14","8,560.28","8,513.73","8,560.28","2,931,595","56,182,234",0.2874,0.1637,"685,787,824","25,187,847",-,-,0.287,100,100,"562,358",-,14.31,-,1.53,0.9
2016/04/26,"8,556.37","8,622.42","8,554.55","8,581.57","3,346,481","62,262,529",0.2487,0.1911,"685,778,445","25,250,469",-,-,0.2484,100,100,"620,548",-,14.34,-,1.53,0.9
2016/04/27,"8,561.37","8,597.64","8,537.03","8,563.05","3,487,759","68,796,176",-0.2158,0.2104,"685,778,445","25,196,032",-,-,-0.216,100,100,"632,097",-,14.31,-,1.53,0.9
2016/04/28,"8,586.92","8,595.99","8,456.38","8,473.87","3,924,535","75,136,632",-1.0415,0.2361,"685,778,445","24,934,056",-,-,-1.0469,100,100,"717,887",-,14.16,-,1.51,0.89
2016/04/29,"8,424.04","8,424.04","8,352.23","8,377.90","3,580,008","79,542,764",-1.1325,0.2367,"685,800,945","24,653,455",-,-,-1.139,100,100,"724,482",-,14.01,-,1.5,0.88
2016/05/03,"8,362.35","8,363.59","8,268.41","8,294.12","3,754,668","79,541,801",-1,0.2414,"685,925,255","24,409,830",-,-,-1.005,100,100,"728,436",-,13.88,-,1.48,0.87
2016/05/04,"8,282.52","8,285.96","8,153.57","8,185.47","4,149,875","82,399,462",-1.31,0.2654,"686,010,829","24,093,344",-,-,-1.3186,100,100,"816,079",-,13.69,-,1.46,0.86
2016/05/05,"8,182.05","8,207.98","8,122.34","8,167.96","3,977,941","74,975,723",-0.2139,0.2345,"685,986,799","24,041,966",-,-,-0.2141,100,100,"745,369",-,13.66,-,1.46,0.86
2016/05/06,"8,169.54","8,170.68","8,104.16","8,146.43","3,953,679","84,384,286",-0.2636,0.2478,"685,986,577","23,978,777",-,-,-0.2639,100,100,"771,662",-,13.63,-,1.46,0.86
2016/05/09,"8,156.65","8,177.36","8,106.13","8,131.83","3,710,952","75,447,508",-0.1792,0.2,"685,986,512","23,935,913",-,-,-0.1794,100,100,"708,642",-,13.6,-,1.45,0.85
2016/05/10,"8,119.71","8,168.13","8,075.58","8,156.29","3,741,082","70,928,843",0.3008,0.1945,"685,987,919","24,007,723",-,-,0.3003,100,100,"694,280",-,13.65,-,1.46,0.86
2016/05/11,"8,182.92","8,204.51","8,115.44","8,135.56","4,047,480","80,431,862",-0.2542,0.2357,"685,969,293","23,946,437",-,-,-0.2545,100,100,"775,750",-,13.61,-,1.45,0.85
2016/05/12,"8,122.78","8,162.44","8,105.49","8,108.05","3,556,435","68,548,502",-0.3381,0.1991,"685,930,992","23,863,398",-,-,-0.3387,100,100,"669,426",-,13.56,-,1.45,0.85
2016/05/13,"8,095.93","8,095.93","7,999.98","8,053.69","4,225,037","89,924,012",-0.6704,0.2946,"685,931,586","23,703,991",-,-,-0.6727,100,100,"909,771",-,13.47,-,1.44,0.85
2016/05/16,"8,035.21","8,091.48","8,003.93","8,067.60","3,236,743","64,686,301",0.1727,0.2139,"685,925,295","23,744,655",-,-,0.1726,100,100,"667,038",-,13.49,-,1.44,0.85
2016/05/17,"8,081.89","8,151.20","8,047.31","8,140.48","3,604,249","66,672,653",0.9034,0.2215,"685,895,295","23,958,561",-,-,0.8993,100,100,"700,842",-,13.62,-,1.45,0.85
2016/05/18,"8,115.61","8,159.68","8,061.26","8,159.68","3,491,764","65,383,955",0.2359,0.2181,"685,956,886","24,016,962",-,-,0.2356,100,100,"701,281",-,13.65,-,1.46,0.86
2016/05/19,"8,159.93","8,166.96","8,067.33","8,095.98","3,094,933","60,422,574",-0.7807,0.2011,"682,301,410","23,819,794",-,-,-0.7837,100,100,"644,954",-,13.5,-,1.45,0.85
2016/05/20,"8,108.68","8,165.98","8,080.65","8,131.26","2,850,865","58,263,286",0.4358,0.1802,"682,296,217","23,923,308",-,-,0.4348,100,100,"568,897",-,13.55,-,1.45,0.85
2016/05/23,"8,150.38","8,356.96","8,119.71","8,344.44","4,649,021","90,554,982",2.6217,0.2748,"682,293,514","24,549,404",-,-,2.588,100,100,"842,513",-,13.91,-,1.49,0.88
2016/05/24,"8,329.69","8,354.62","8,298.00","8,300.66","3,555,561","64,637,921",-0.5247,0.2043,"682,290,704","24,420,952",-,-,-0.526,100,100,"675,116",-,13.84,-,1.48,0.87
2016/05/25,"8,352.84","8,417.27","8,352.84","8,396.20","4,049,980","80,459,911",1.151,0.2457,"682,290,704","24,701,474",-,-,1.1444,100,100,"783,978",-,13.99,-,1.5,0.88
2016/05/26,"8,400.89","8,410.74","8,376.60","8,394.12","3,564,495","65,478,914",-0.0248,0.1958,"682,218,724","24,691,751",-,-,-0.0248,100,100,"674,618",-,13.99,-,1.5,0.88
2016/05/27,"8,415.59","8,463.61","8,415.59","8,463.61","3,409,655","68,626,136",0.8278,0.2306,"682,218,567","24,895,742",-,-,0.8244,100,100,"675,938",-,14.11,-,1.51,0.89
2016/05/30,"8,476.62","8,563.40","8,462.15","8,535.87","3,779,180","78,124,791",0.8538,0.237,"682,218,667","25,107,821",-,-,0.8501,100,100,"726,736",-,14.23,-,1.53,0.9
2016/05/31,"8,532.21","8,545.73","8,488.90","8,535.59","4,925,321","115,600,250",-0.0033,0.3507,"682,220,557","25,107,173",-,-,-0.0033,100,100,"794,488",-,14.23,-,1.53,0.9
2016/06/01,"8,516.08","8,603.63","8,514.12","8,597.16","4,102,121","77,190,940",0.7213,0.2563,"682,327,207","25,294,904",-,-,0.7187,100,100,"782,698",-,15.85,-,1.47,0.92
2016/06/02,"8,598.47","8,635.03","8,553.54","8,556.02","4,421,236","82,188,998",-0.4785,0.2945,"682,327,207","25,173,863",-,-,-0.4797,100,100,"791,451",-,15.77,-,1.46,0.92
2016/06/03,"8,565.18","8,601.05","8,559.77","8,587.36","3,420,623","64,809,532",0.3663,0.2162,"682,327,207","25,265,896",-,-,0.3656,100,100,"663,124",-,15.83,-,1.47,0.92
2016/06/04,"8,582.60","8,594.35","8,570.69","8,591.57","1,895,068","30,206,861",0.049,0.0971,"682,327,322","25,278,329",-,-,0.049,100,100,"331,442",-,15.84,-,1.47,0.92
2016/06/06,"8,605.15","8,664.12","8,557.68","8,597.11","3,053,231","61,971,449",0.0645,0.1891,"682,402,192","25,295,430",-,-,0.0645,100,100,"577,384",-,15.86,-,1.47,0.92
2016/06/07,"8,622.21","8,692.73","8,621.46","8,679.90","3,984,243","85,050,278",0.963,0.2482,"682,306,902","25,537,618",-,-,0.9584,100,100,"777,187",-,16.01,-,1.48,0.93
2016/06/08,"8,704.66","8,754.82","8,690.59","8,715.48","3,682,670","85,786,188",0.4099,0.26,"682,315,592","25,642,544",-,-,0.4091,100,100,"806,517",-,16.07,-,1.49,0.94
2016/06/13,"8,634.24","8,634.24","8,520.21","8,536.22","3,574,312","83,588,012",-2.0568,0.2704,"682,315,592","25,111,944",-,-,-2.0782,100,100,"757,737",-,15.74,-,1.46,0.92
2016/06/14,"8,513.51","8,577.31","8,503.42","8,576.12","3,125,064","63,850,727",0.4674,0.199,"682,315,592","25,225,447",-,-,0.4663,100,100,"643,488",-,15.81,-,1.46,0.92
2016/06/15,"8,566.43","8,608.29","8,524.55","8,606.37","3,593,085","72,856,146",0.3527,0.243,"682,189,768","25,312,283",-,-,0.3521,100,100,"690,191",-,15.86,-,1.47,0.92
2016/06/16,"8,583.19","8,584.67","8,476.84","8,494.14","3,709,135","72,824,942",-1.304,0.2404,"682,189,735","24,983,411",-,-,-1.3126,100,100,"697,042",-,15.66,-,1.45,0.91
2016/06/17,"8,538.28","8,607.16","8,538.28","8,568.08","3,484,588","73,109,254",0.8705,0.2543,"682,189,735","25,203,817",-,-,0.8667,100,100,"681,269",-,15.8,-,1.46,0.92
